run_index;best_fitness
0;0.042485292754205026
1;0.02119081867096681
2;0.012928125751731008
3;0.026653867550460945
4;0.024809515936718356
5;0.057935102623246686
6;0.0668017712226691
7;0.03523406477987628
8;0.04148383727991306
9;0.0148462913124215
