run_index;best_fitness
0;0.0014189254563756089
1;0.001504105760189126
2;0.002884480385610883
3;0.006009220452858901
4;0.004396812181449109
5;0.0038865573879726736
6;0.0013839438840633955
7;0.004111055242349017
8;0.0023347453240382177
9;0.0012733887195639426
