run_index;best_fitness
0;0.0251646468842737
1;0.01930734340628925
2;0.012870629036341213
3;0.019746447761574
4;0.020039082669167332
5;0.014163944827684193
6;0.022508980431534365
7;0.014214402088610974
8;0.02195845497357658
9;0.0342243143647046
