run_index;best_fitness
0;0.052439233805866244
1;0.018303856068671645
2;0.049566107130477766
3;0.02523460914450342
4;0.013538215975540006
5;0.047043997620528355
6;0.0628469408242132
7;0.047915697896204694
8;0.029709364821625582
9;0.05512172148067417
