run_index;best_fitness
0;0.003926283412044381
1;0.018190875006566333
2;0.00879388738515132
3;0.004050628633492808
4;0.012974485349848299
5;0.008364713162269433
6;0.020744151863360094
7;0.015417686535594607
8;0.004500784462086037
9;0.011082860583687152
