run_index;best_fitness
0;0.002713654430790354
1;0.0018633969883791214
2;0.0012588585714327029
3;0.0045457499149290865
4;0.0021299055262311343
5;0.002940315241810795
6;0.0015185865471992093
7;0.0019945661019613705
8;0.0029583900419909133
9;0.0026870083813468238
