run_index;best_fitness
0;0.008963997409557962
1;0.035007655413464095
2;0.007554841523490018
3;0.01610323344264121
4;0.008729471347048942
5;0.012685621494005827
6;0.01916393142652798
7;0.01141299099406055
8;0.0143166973643012
9;0.024754863800584073
