run_index;best_fitness
0;1.1532505942317215
1;4.918526564158739
2;2.050175134844835
3;0.3965124799286599
4;4.492460461551872
5;2.3252746941553113
6;2.7678537545188675
7;2.8746196254351304
8;1.5191657648932733
9;3.4049525846392186
