run_index;best_fitness
0;1.6302017783599467
1;2.084176787269442
2;1.70374235977323
3;3.8100771826133553
4;3.126526274213603
5;2.931937745338857
6;1.8831885298411208
7;2.8437953628863397
8;3.8058062788178972
9;1.8215515261964157
