run_index;best_fitness
0;28.280203979410373
1;19.67933177442029
2;10.725858558783287
3;22.515453299233542
4;15.29019846107613
5;9.743968335558122
6;10.419223119063119
7;25.901162453757124
8;18.48157603744346
9;17.360932303744477
