run_index;best_fitness
0;3.0596856012361258
1;2.7181220763777105
2;1.8783735640640913
3;2.0444220397598087
4;2.4819334138278464
5;2.174520766221434
6;3.1798959073766326
7;3.175774762213223
8;3.9063245636258443
9;1.3346372096372932
