run_index;best_fitness
0;3.5793391154608685
1;2.538366483956935
2;5.133796906540567
3;3.2312170719335285
4;2.324940962414928
5;3.232641630018392
6;4.181183561340731
7;3.510173671794419
8;4.542334022211946
9;2.1825257729859544
