run_index;best_fitness
0;3.7893110798034826
1;4.206227851779943
2;3.446716371885799
3;3.2581362346162734
4;2.9010347572126847
5;6.112326653386134
6;5.016303748643679
7;3.204033497012773
8;4.250530174913038
9;4.820287561407611
