run_index;best_fitness
0;8.363463971266558
1;8.227390450800392
2;8.08543142677272
3;8.214017186111068
4;8.23103214168426
5;8.228297026697055
6;8.099373354230787
7;9.62434486069468
8;8.34031640012265
9;8.347548403018706
