run_index;best_fitness
0;8.176114071436531
1;8.555636739728012
2;9.01416855296338
3;9.262367268384393
4;7.597836304792312
5;8.442262905131319
6;6.196173371005765
7;7.762583657595182
8;7.677167815260908
9;25.07867371011163
