run_index;best_fitness
0;9.754391423315669
1;9.765679189124151
2;8.231592682841043
3;7.371899480685086
4;8.447648417820407
5;8.53397989022711
6;8.422637502789621
7;8.238757740881029
8;8.562084365089246
9;8.31353167739183
